0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|2,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|2,,,,,0|1,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|2,,,,,0|1,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|2,,,,,0|1,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|6,,,,,0,|6,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|2,,,,,0|1,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|6,,,,,0,|6,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|9,,,,,,,,0|9,,,,,,,0|9,,,,,,,0,|9,,,,,,0,|1,,,,0|1,,,,7|1,,,,,0,|3,,,,0|1,,,,,0,|1,,,,,0,|6,,,,,0,|6,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|9,,,,,0|9,,,,,0|9,,,,,0,|9,,,,,0,|1,,,,0|1,,,,,0|1,,,,,0,|3,,,,0|1,,,,,0,|1,,,,,0|6,,,,,0,|6,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|7,,,,,0,|7,,,,,0,|7,,,,0,|7,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|3,,,,0|1,,,,1|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|3,,,,0|1,Shroom.dat:2:2,,,,0,|1,Shroom.dat:2:2,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|
END TILES
Louis,My name is Louis|I am Joe's Brother|What? You think you can be me?|Well... lets just see|Let's Fight!,3,7,0,3
END OBJECTS
