0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|9,,,0,0|9,,,0,0|9,,,0,0|9,,,0,0|9,,,0,0|9,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|7,,,0,0|7,,,0,0|7,,,0,0|8,,,0,0|7,,,0,0|7,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|7,,,0,0|7,,,0,0|7,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|7,,,0,0|7,,,0,0|7,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|1,,,0,0|0,,,0,0
0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0|0,,,0,0
END TILES
John,You from Shroomville?|My 2 brothers are in that area|My brother Louis is really erogant|Did you beat him?|Hmmmm That teachs him,3,4,0,2
Sign,To Forest,4,3,0,0
END OBJECTS
